,game_date,game_id,batter_id,at_bats,hits,strikeouts,strikeouts_looking,base_on_balls,hit_by_pitch,singles,doubles,triples,hrs,bip_location,name
280,4/18/2023 15:00,224294,1600675,1,1,0,0,0,0,1,0,0,0,5,Do**d
281,4/18/2023 15:00,224294,1597876,1,0,0,0,0,0,0,0,0,0,6,Ba**l
282,4/18/2023 15:00,224294,1674816,1,1,0,0,0,0,0,0,0,1,11,Vo*****a
283,4/18/2023 15:00,224294,1631011,1,1,0,0,0,0,1,0,0,0,12,Ma*******n
284,4/18/2023 15:00,224294,1674820,1,1,0,0,0,0,1,0,0,0,15,Gr*****d
285,4/18/2023 15:00,224294,1631009,1,0,1,0,0,0,0,0,0,0,NULL,Bu*******e
286,4/18/2023 15:00,224294,1651898,1,1,0,0,0,0,1,0,0,0,16,Bo**********t
287,4/18/2023 15:00,224294,1600251,1,0,0,0,0,0,0,0,0,0,15,Ka******r
288,4/18/2023 15:00,224294,1600762,1,1,0,0,0,0,1,0,0,0,15,St*****y
289,4/18/2023 15:00,224294,1674818,1,0,0,0,0,0,0,0,0,0,2,Ne*****d
290,4/18/2023 15:00,224294,1597876,1,1,0,0,0,0,1,0,0,0,5,Ba**l
291,4/18/2023 15:00,224294,1674816,1,1,0,0,0,0,1,0,0,0,13,Vo*****a
292,4/18/2023 15:00,224294,1631011,1,1,0,0,0,0,1,0,0,0,5,Ma*******n
293,4/18/2023 15:00,224294,1674820,1,0,1,0,0,0,0,0,0,0,NULL,Gr*****d
294,4/18/2023 12:00,224295,1651898,1,0,0,0,0,0,0,0,0,0,11,Bo**********t
295,4/18/2023 12:00,224295,1600251,1,0,1,1,0,0,0,0,0,0,NULL,Ka******r
296,4/18/2023 12:00,224295,1600762,1,0,0,0,0,0,0,0,0,0,2,St*****y
297,4/18/2023 12:00,224295,1600675,1,0,0,0,0,0,0,0,0,0,5,Do**d
298,4/18/2023 12:00,224295,1597876,1,0,0,0,0,0,0,0,0,0,6,Ba**l
299,4/18/2023 12:00,224295,1631011,1,0,1,0,0,0,0,0,0,0,NULL,Ma*******n
300,4/18/2023 12:00,224295,1651897,0,0,0,0,1,0,0,0,0,0,NULL,Me***e
301,4/18/2023 12:00,224295,1674816,1,0,1,1,0,0,0,0,0,0,NULL,Vo*****a
302,4/18/2023 12:00,224295,1599778,1,1,0,0,0,0,1,0,0,0,NULL,Wo**d
303,4/18/2023 12:00,224295,1651898,1,0,0,0,0,0,0,0,0,0,0,Bo**********t
304,4/18/2023 12:00,224295,1600251,0,0,0,0,1,0,0,0,0,0,NULL,Ka******r
305,4/18/2023 12:00,224295,1600762,1,0,0,0,0,0,0,0,0,0,6,St*****y
306,4/18/2023 12:00,224295,1600675,1,0,0,0,0,0,0,0,0,0,4,Do**d
307,4/18/2023 12:00,224295,1597876,1,0,1,1,0,0,0,0,0,0,NULL,Ba**l
308,4/18/2023 12:00,224295,1631011,1,0,0,0,0,0,0,0,0,0,4,Ma*******n
309,4/18/2023 12:00,224295,1651897,0,0,0,0,1,0,0,0,0,0,NULL,Me***e
310,4/18/2023 12:00,224295,1674816,1,1,0,0,0,0,0,1,0,0,11,Vo*****a
311,4/18/2023 12:00,224295,1599778,0,0,0,0,1,0,0,0,0,0,NULL,Wo**d
312,4/18/2023 12:00,224295,1651898,1,0,0,0,0,0,0,0,0,0,4,Bo**********t
313,4/18/2023 12:00,224295,1600251,1,0,1,0,0,0,0,0,0,0,NULL,Ka******r
314,4/18/2023 12:00,224295,1600762,1,0,0,0,0,0,0,0,0,0,11,St*****y
315,4/18/2023 12:00,224295,1600675,1,0,0,0,0,0,0,0,0,0,4,Do**d
316,4/18/2023 12:00,224295,1597876,0,0,0,0,1,0,0,0,0,0,NULL,Ba**l
317,4/18/2023 12:00,224295,1631011,0,0,0,0,1,0,0,0,0,0,NULL,Ma*******n
318,4/18/2023 12:00,224295,1651897,1,0,0,0,0,0,0,0,0,0,4,Me***e
319,4/18/2023 12:00,224295,1674816,1,0,0,0,0,0,0,0,0,0,11,Vo*****a
320,4/18/2023 12:00,224295,1674818,1,0,1,1,0,0,0,0,0,0,NULL,Ne*****d
321,4/18/2023 12:00,224295,1651898,1,0,0,0,0,0,0,0,0,0,4,Bo**********t
322,4/18/2023 12:00,224295,1600251,1,0,0,0,0,0,0,0,0,0,4,Ka******r
